commit,author,date,title,faultID,file
a01a5d1,Mitch Garnaat,2012-08-31 08:59:26,Fixed a long-standing issue in encoding query-string authentication URL's.  Fixes #916.,916,boto/s3/connection.py
2b9f582,Mitch Garnaat,2012-08-29 07:00:19,Merging PR #942.,942
54914f4,Mitch Garnaat,2012-08-28 16:51:43,Fixing typos.  Fixes #946.,946,boto/glacier/layer1.py
aebc58c,Justin Riley,2012-08-28 18:08:59,s3: allow empty metadata dict in bucket.copy_key(),945,boto/s3/bucket.py
9d6b913,Mitch Garnaat,2012-08-27 15:08:33,Make sure headers is a dict.  Fixes #914.,914,boto/s3/key.py
15814a2,cmoyer,2012-08-27 09:06:48,Fixed documentation for return type. Fixes #910,910,boto/dynamodb/table.py
85392e9,Mitch Garnaat,2012-08-23 06:07:13,Fixed detach_network_interface to use correct parameter name.  Fixes #933.,933,boto/ec2/connection.py
e0479f5,Mitch Garnaat,2012-08-23 05:43:39,Merge pull request #927 from disruptek/mws_listorderitems_signature,920
c2dab90,Mitch Garnaat,2012-08-23 05:27:05,Add caller_reference to cbui_url method.  Fixes #909.,909,boto/fps/connection.py
09c3c03,Mitch Garnaat,2012-08-23 05:12:04,Raise an exception if new_key is called with an empty string or None.  Fixes #903.,903,boto/s3/bucket.py
ef016ee,Andy Davidoff,2012-08-20 18:16:34,remove gratuitous destructuring; fixes issue #920.,920,boto/mws/connection.py
0eab792,Mitch Garnaat,2012-08-17 08:06:51,Removing debug print statements.  Related to #922.,922,boto/ec2/autoscale/group.py
a36e69a,Mitch Garnaat,2012-08-17 07:13:11,Add handler for TerminationPolicies element in DescribeAutoScalingGroups response.  Fixes #922.,922,boto/ec2/autoscale/group.py
9a20b75,Andy Davidoff,2012-08-08 21:56:21,fix incorrect reuse of response elements; issue #901. fix incorrect parsing of SalesRankings.,901,boto/mws/response.py
d2e6857,Daniel Graña,2012-08-08 14:29:53,swf: fix missing workflowId filter for CountClosedWorkflowExecutions. #GH-905,905,boto/swf/layer1.py
145a899,Mitch Garnaat,2012-08-05 07:34:46,Adding group_ids to spot instance requests.  Also added ability to specify instance profile and ebs optimization and cleaned up some code.  Fixes #850.,850,boto/ec2/connection.py
145a899,Mitch Garnaat,2012-08-05 07:34:46,Adding group_ids to spot instance requests.  Also added ability to specify instance profile and ebs optimization and cleaned up some code.  Fixes #850.,850,boto/ec2/instance.py
145a899,Mitch Garnaat,2012-08-05 07:34:46,Adding group_ids to spot instance requests.  Also added ability to specify instance profile and ebs optimization and cleaned up some code.  Fixes #850.,850,boto/ec2/launchspecification.py
3770ee1,Mitch Garnaat,2012-07-27 05:22:53,Fixed an error in docstring and a few PEP8 cleanups.  Fixes #876.,876,boto/ec2/autoscale/__init__.py
d91ed83,Mitch Garnaat,2012-07-26 12:46:35,Fixed handling of placement info in DescribeInstances response.  Fixes #838.,838,boto/ec2/instance.py
a23c379,Mitch Garnaat,2012-07-26 10:51:48,Fixed parsing of current/previous state data for instances.  Fixes #881.,881,boto/ec2/instance.py
a23c379,Mitch Garnaat,2012-07-26 10:51:48,Fixed parsing of current/previous state data for instances.  Fixes #881.,881,tests/integration/ec2/test_connection.py
24a9e35,Mitch Garnaat,2012-07-23 06:17:26,Merge pull request #870 from jijojv/develop,869
8dc8d20,jijojv,2012-07-17 02:30:05,fix #869 in boto/boto,869
6883f2d,Mitch Garnaat,2012-07-12 06:55:18,Adding an optional validate_dst_bucket param to copy method.  Also lots of PEP8 cleanup.  Fixes #399.,399,boto/s3/key.py
f04897e,Yossi Rafelson,2012-07-10 17:29:39,attempt to fix up confusing documentation in cloudwatch,861,boto/ec2/cloudwatch/__init__.py
557c3e0,James Saryerwinnie,2012-07-09 13:11:03,str() http params in sigv4 implementation,859,boto/auth.py
80ac638,Mitch Garnaat,2012-07-05 11:34:35,Merge pull request #853 from jamesls/cfn-unittest-url,843
b84b070,Mitch Garnaat,2012-07-05 11:33:46,Fixing initialization error in Parameter class.  Fixes #844 I hope.,844,boto/rds/parametergroup.py
e043652,James Saryerwinnie,2012-07-05 11:07:31,Keep unittest in sync with #843,843,tests/unit/cloudformation/test_connection.py
d42f09b,Andy Davidoff,2012-07-01 18:29:18,extra decorators to fix list_orders() call,868,boto/mws/connection.py
fa1cf2c,Mitch Garnaat,2012-06-25 17:34:16,Fixing foolish typo.  Fixes #837.,837,boto/s3/connection.py
6674d9d,Mitch Garnaat,2012-06-22 21:25:37,Merge branch 'issue-837' into develop,837
99e14f3,Mitch Garnaat,2012-06-22 21:25:24,Add session token to query string authentication url if necessary.  Fixes #837.,837,boto/s3/connection.py
842a6a1,Mitch Garnaat,2012-06-21 11:39:45,Fix to allow DynamoDB to operate properly with IAM Roles on EC2 instances.  Fixes #830.,830,boto/dynamodb/layer1.py
1339c0c,Mitch Garnaat,2012-06-20 07:59:26,Merge pull request #828 from jamesls/cf-failing-tests,825
bd05813,James Saryerwinnie,2012-06-19 10:47:47,Fix failing tests from pull request #825,825,tests/unit/cloudfront/test_signed_urls.py
73acf22,Mitch Garnaat,2012-06-18 15:19:32,Merge PR to fix #758.,758,boto/ses/connection.py
73acf22,Mitch Garnaat,2012-06-18 15:19:32,Merge PR to fix #758.,758,boto/ses/exceptions.py
fa10336,Mitch Garnaat,2012-06-15 13:28:54,Merge branch 'issue-659' of git://github.com/smoser/boto into smoser-issue-659,659
4df51a7,Mitch Garnaat,2012-06-14 08:19:08,Fixes #819.,819,boto/provider.py
18e7ca5,Scott Moser,2012-06-13 20:12:50,_get_instance_metadata: quote components in url requests,817,boto/utils.py
7cf2cd7,Mitch Garnaat,2012-06-12 03:46:33,Allow IAM instance profile to be associated with a launch configuration for autoscale.  Related to #811.,811,boto/ec2/autoscale/__init__.py
7cf2cd7,Mitch Garnaat,2012-06-12 03:46:33,Allow IAM instance profile to be associated with a launch configuration for autoscale.  Related to #811.,811,boto/ec2/autoscale/launchconfig.py
304f2ed,Mitch Garnaat,2012-06-11 20:13:53,Adding support for IAM Roles.  Closes #811.,811,boto/auth.py
304f2ed,Mitch Garnaat,2012-06-11 20:13:53,Adding support for IAM Roles.  Closes #811.,811,boto/connection.py
304f2ed,Mitch Garnaat,2012-06-11 20:13:53,Adding support for IAM Roles.  Closes #811.,811,boto/ec2/connection.py
304f2ed,Mitch Garnaat,2012-06-11 20:13:53,Adding support for IAM Roles.  Closes #811.,811,boto/ec2/instance.py
304f2ed,Mitch Garnaat,2012-06-11 20:13:53,Adding support for IAM Roles.  Closes #811.,811,boto/iam/connection.py
304f2ed,Mitch Garnaat,2012-06-11 20:13:53,Adding support for IAM Roles.  Closes #811.,811,boto/provider.py
304f2ed,Mitch Garnaat,2012-06-11 20:13:53,Adding support for IAM Roles.  Closes #811.,811,boto/route53/connection.py
304f2ed,Mitch Garnaat,2012-06-11 20:13:53,Adding support for IAM Roles.  Closes #811.,811,boto/s3/connection.py
304f2ed,Mitch Garnaat,2012-06-11 20:13:53,Adding support for IAM Roles.  Closes #811.,811,boto/ses/connection.py
304f2ed,Mitch Garnaat,2012-06-11 20:13:53,Adding support for IAM Roles.  Closes #811.,811,boto/sns/connection.py
304f2ed,Mitch Garnaat,2012-06-11 20:13:53,Adding support for IAM Roles.  Closes #811.,811,boto/sqs/connection.py
304f2ed,Mitch Garnaat,2012-06-11 20:13:53,Adding support for IAM Roles.  Closes #811.,811,boto/swf/layer1.py
304f2ed,Mitch Garnaat,2012-06-11 20:13:53,Adding support for IAM Roles.  Closes #811.,811,boto/utils.py
304f2ed,Mitch Garnaat,2012-06-11 20:13:53,Adding support for IAM Roles.  Closes #811.,811,tests/ec2/test_instance.py
304f2ed,Mitch Garnaat,2012-06-11 20:13:53,Adding support for IAM Roles.  Closes #811.,811,tests/misc/test_expire.py
6496de1,Mitch Garnaat,2012-06-11 11:28:44,Adding support for internal ELB's.  Closes #809.,809,boto/ec2/elb/__init__.py
6496de1,Mitch Garnaat,2012-06-11 11:28:44,Adding support for internal ELB's.  Closes #809.,809,boto/ec2/elb/loadbalancer.py
0d59816,Mitch Garnaat,2012-06-04 11:07:59,Forgot to fix cloudfront module in last commit for #792.,792,boto/cloudfront/__init__.py
5bcf1a2,Mitch Garnaat,2012-06-04 09:56:21,Add security_token parameter to more constructors.  Fixes #792.,792,boto/cloudformation/connection.py
5bcf1a2,Mitch Garnaat,2012-06-04 09:56:21,Add security_token parameter to more constructors.  Fixes #792.,792,boto/ec2/autoscale/__init__.py
5bcf1a2,Mitch Garnaat,2012-06-04 09:56:21,Add security_token parameter to more constructors.  Fixes #792.,792,boto/ec2/cloudwatch/__init__.py
5bcf1a2,Mitch Garnaat,2012-06-04 09:56:21,Add security_token parameter to more constructors.  Fixes #792.,792,boto/ec2/elb/__init__.py
5bcf1a2,Mitch Garnaat,2012-06-04 09:56:21,Add security_token parameter to more constructors.  Fixes #792.,792,boto/emr/connection.py
5bcf1a2,Mitch Garnaat,2012-06-04 09:56:21,Add security_token parameter to more constructors.  Fixes #792.,792,boto/iam/connection.py
5bcf1a2,Mitch Garnaat,2012-06-04 09:56:21,Add security_token parameter to more constructors.  Fixes #792.,792,boto/rds/__init__.py
5bcf1a2,Mitch Garnaat,2012-06-04 09:56:21,Add security_token parameter to more constructors.  Fixes #792.,792,boto/route53/connection.py
5bcf1a2,Mitch Garnaat,2012-06-04 09:56:21,Add security_token parameter to more constructors.  Fixes #792.,792,boto/ses/connection.py
fd3bd75,Cosmin Stejerean,2012-06-02 19:43:13,implement equality comparison for dynamodb conditions to ease testing,791,boto/dynamodb/condition.py
82d5383,Mitch Garnaat,2012-05-30 15:35:33,Fix get_canonical_user_id() to grab the ID out of the owner object in the ResultSet.  Fixes #776.,776,boto/s3/connection.py
74792a3,Mitch Garnaat,2012-05-29 13:50:28,Merge branch 'issue771syntax' of https://github.com/disruptek/boto into disruptek-issue771syntax,771
b6a6dab,Justin Riley,2012-05-22 11:07:07,ec2: add tenancy option to run_instances,775,boto/ec2/connection.py
52275e5,Andy Davidoff,2012-05-21 11:07:15,fix for #771; python 2.5 syntax,771,boto/mws/connection.py
a040eff,Mitch Garnaat,2012-05-16 07:29:55,Add cloudsearch to setup.py and to api doc index.  Fixes #759.,759,boto/__init__.py
a040eff,Mitch Garnaat,2012-05-16 07:29:55,Add cloudsearch to setup.py and to api doc index.  Fixes #759.,759,setup.py
391a430,Mitch Garnaat,2012-05-15 18:42:38,Add support for additional_info param.  Fixes #754.,754,boto/ec2/connection.py
391a430,Mitch Garnaat,2012-05-15 18:42:38,Add support for additional_info param.  Fixes #754.,754,boto/ec2/image.py
5283397,Cosmin Stejerean,2012-05-14 13:35:25,fix doc on detach_internet_gateway,751,boto/vpc/__init__.py
1f72bf7,Thomas O'Dowd,2012-05-11 18:23:39,Add version_id support to generate_url and fix headers/response_headers.,646,boto/s3/connection.py
1f72bf7,Thomas O'Dowd,2012-05-11 18:23:39,Add version_id support to generate_url and fix headers/response_headers.,646,boto/s3/key.py
1f72bf7,Thomas O'Dowd,2012-05-11 18:23:39,Add version_id support to generate_url and fix headers/response_headers.,646,tests/s3/test_connection.py
d27c07a,Mitch Garnaat,2012-05-10 10:50:26,Updating SQS with support for additinal batch operatons.  Fixes #743.,743,boto/sqs/batchresults.py
d27c07a,Mitch Garnaat,2012-05-10 10:50:26,Updating SQS with support for additinal batch operatons.  Fixes #743.,743,boto/sqs/connection.py
d27c07a,Mitch Garnaat,2012-05-10 10:50:26,Updating SQS with support for additinal batch operatons.  Fixes #743.,743,boto/sqs/message.py
d27c07a,Mitch Garnaat,2012-05-10 10:50:26,Updating SQS with support for additinal batch operatons.  Fixes #743.,743,boto/sqs/queue.py
d27c07a,Mitch Garnaat,2012-05-10 10:50:26,Updating SQS with support for additinal batch operatons.  Fixes #743.,743,tests/sqs/test_connection.py
8fe36e6,Mitch Garnaat,2012-05-10 08:15:43,Allow a boolean False value to be supplied for a parameter value.  Fixes #707.,707,boto/rds/parametergroup.py
cbdaa83,Justin Riley,2012-05-08 21:20:30,use id instead of name in authorize() and revoke(),561,boto/ec2/securitygroup.py
c8794e7,Mitch Garnaat,2012-04-30 11:33:46,Reworking the logic to change to explicit test for None value.  Related to #656.,656,boto/dynamodb/item.py
08678ec,Mitch Garnaat,2012-04-30 10:13:54,Allow an Item to be created without a hash/range key to handle situation where attributes_to_get does not include hash/range.  Fixes #656.,656,boto/dynamodb/item.py
08678ec,Mitch Garnaat,2012-04-30 10:13:54,Allow an Item to be created without a hash/range key to handle situation where attributes_to_get does not include hash/range.  Fixes #656.,656,tests/dynamodb/test_layer2.py
6f0a727,Tony Morgan,2012-04-30 16:37:36,bug fix for table generator in dynamodb.layer2,731,boto/dynamodb/layer2.py
21e08fa,Mitch Garnaat,2012-04-30 07:43:09,Fixed bug in handling of debug setting in boto config file.  Fixes #669.,669,boto/connection.py
ff3fa6d,Mitch Garnaat,2012-04-24 09:12:25,Fixed two bugs in DynamoDB.  Fixes #717,717,boto/dynamodb/layer1.py
ff3fa6d,Mitch Garnaat,2012-04-24 09:12:25,Fixed two bugs in DynamoDB.  Fixes #717,717,boto/dynamodb/layer2.py
04787fd,Mitch Garnaat,2012-04-20 09:33:47,Adding support for BatchWriteItem.  Fixes #712.,712,boto/dynamodb/batch.py
04787fd,Mitch Garnaat,2012-04-20 09:33:47,Adding support for BatchWriteItem.  Fixes #712.,712,boto/dynamodb/layer1.py
04787fd,Mitch Garnaat,2012-04-20 09:33:47,Adding support for BatchWriteItem.  Fixes #712.,712,boto/dynamodb/layer2.py
04787fd,Mitch Garnaat,2012-04-20 09:33:47,Adding support for BatchWriteItem.  Fixes #712.,712,tests/dynamodb/test_layer2.py
616afdd,Tony Morgan,2012-04-19 14:27:42,"fix #580, add custom exception for Layer1.put_item() with expected_value",580,boto/dynamodb/exceptions.py
616afdd,Tony Morgan,2012-04-19 14:27:42,"fix #580, add custom exception for Layer1.put_item() with expected_value",580,boto/dynamodb/layer1.py
616afdd,Tony Morgan,2012-04-19 14:27:42,"fix #580, add custom exception for Layer1.put_item() with expected_value",580,tests/dynamodb/test_layer1.py
616afdd,Tony Morgan,2012-04-19 14:27:42,"fix #580, add custom exception for Layer1.put_item() with expected_value",580,tests/dynamodb/test_layer2.py
122cf2e,Trevor Summers Smith,2012-04-19 08:31:30,Fixes #708,708,boto/cloudformation/stack.py
a88b237,Mitch Garnaat,2012-04-17 12:09:57,Layer2 scan/query methods now return a TableGenerator object that does the paging and also accumulates ConsumedCapacityUnits from each response in an attribute called consumed_units. Fixes #700.,700,boto/dynamodb/layer2.py
a88b237,Mitch Garnaat,2012-04-17 12:09:57,Layer2 scan/query methods now return a TableGenerator object that does the paging and also accumulates ConsumedCapacityUnits from each response in an attribute called consumed_units. Fixes #700.,700,boto/dynamodb/table.py
a88b237,Mitch Garnaat,2012-04-17 12:09:57,Layer2 scan/query methods now return a TableGenerator object that does the paging and also accumulates ConsumedCapacityUnits from each response in an attribute called consumed_units. Fixes #700.,700,tests/dynamodb/test_layer2.py
21dc6a1,Stanislav Ievlev,2012-04-09 16:32:31,fill content_disposition property of key object in bucket.get_key() method,692,boto/s3/bucket.py
1949a39,Kyle Mulka,2012-03-28 16:39:33,made log_uri parameter optional in run_jobflow(),667,boto/emr/connection.py
0c7ddc0,Justin Riley,2012-03-27 14:44:16,add missing spot element: launched_availability_zone,666,boto/ec2/spotinstancerequest.py
5e3976b,Mitch Garnaat,2012-03-27 04:52:56,The namespace for the ChangeResourceRecordSetsRequest was still using the old namespace version.  Closes #665.,665,boto/route53/record.py
21e3001,Thomas O'Dowd,2012-03-27 11:02:08,delete_key() now returns information on what was deleted.,664,boto/s3/bucket.py
e684096,Mitch Garnaat,2012-03-26 05:24:11,Manually merging fix into develop branch.  Fixes #624.,624
fa08c24,Mitch Garnaat,2012-03-21 07:09:40,Fix typo bug in last commit.  Related to #655,655,boto/dynamodb/layer1.py
17746e3,Mitch Garnaat,2012-03-21 05:03:30,Log RequestId at DEBUG level.  Closes #655.,655,boto/dynamodb/layer1.py
ceef354,Mitch Garnaat,2012-03-20 10:38:50,Fixing typo error in SQS batch results handling.  Closes #648.,648,boto/sqs/batchresults.py
5b05adc,Max Noel,2012-03-19 12:47:53,DynamoDB: Followup fix to issue 639: Item.__init__ now correctly allows False-but-not-None (e.g. 0) values for hash_key and range_key.,639,boto/dynamodb/item.py
d47180d,Mitch Garnaat,2012-03-18 12:03:18,Forgot to add table.py to that last commit .  Closes #642.,642,boto/dynamodb/table.py
ab0c868,Mitch Garnaat,2012-03-18 11:56:23,Fix so the item_count and size_bytes properties no longer give KeyError on a new Table.  Closes #642.,642,boto/dynamodb/layer1.py
ab0c868,Mitch Garnaat,2012-03-18 11:56:23,Fix so the item_count and size_bytes properties no longer give KeyError on a new Table.  Closes #642.,642,tests/dynamodb/test_layer2.py
f87bbfb,Mitch Garnaat,2012-03-18 11:26:27,"Reworking the Item object a bit to keep it from doing unanticipated things with hash_keys, range_keys and the attrs dict.  Closes #587.",587,boto/dynamodb/exceptions.py
f87bbfb,Mitch Garnaat,2012-03-18 11:26:27,"Reworking the Item object a bit to keep it from doing unanticipated things with hash_keys, range_keys and the attrs dict.  Closes #587.",587,boto/dynamodb/item.py
f87bbfb,Mitch Garnaat,2012-03-18 11:26:27,"Reworking the Item object a bit to keep it from doing unanticipated things with hash_keys, range_keys and the attrs dict.  Closes #587.",587,boto/dynamodb/table.py
f87bbfb,Mitch Garnaat,2012-03-18 11:26:27,"Reworking the Item object a bit to keep it from doing unanticipated things with hash_keys, range_keys and the attrs dict.  Closes #587.",587,tests/dynamodb/test_layer2.py
267692b,Mitch Garnaat,2012-03-16 07:38:07,Squashing YANCE (Yet Another None Check Error).  Closes #639.,639,boto/dynamodb/item.py
a0f350c,Mitch Garnaat,2012-03-15 10:56:05,Changed the DefaultRegionEndpoint to be monitoring.us-east-1.amazonaws.com rather than monitoring.amazonaws.com.  The latter was causing the certificate validation check to fail.  Closes #635.,635,boto/ec2/cloudwatch/__init__.py
b9d6a9e,Mitch Garnaat,2012-03-13 21:48:43,Added support for get/modify_volume_attribute and enable_volume_io methods.  Related to #636.,636,boto/ec2/connection.py
b9d6a9e,Mitch Garnaat,2012-03-13 21:48:43,Added support for get/modify_volume_attribute and enable_volume_io methods.  Related to #636.,636,boto/ec2/volume.py
c0c9b9b,Mitch Garnaat,2012-03-13 20:27:18,Added support for DescribeVolumeStatus request.  Closes #636.,636,boto/ec2/connection.py
c0c9b9b,Mitch Garnaat,2012-03-13 20:27:18,Added support for DescribeVolumeStatus request.  Closes #636.,636,boto/ec2/instancestatus.py
c0c9b9b,Mitch Garnaat,2012-03-13 20:27:18,Added support for DescribeVolumeStatus request.  Closes #636.,636,boto/ec2/volumestatus.py
f82abf7,Mitch Garnaat,2012-03-12 11:04:09,Set detailed monitoring to False unless it is explicitly enabled by user.  Closes #634.,634,boto/ec2/autoscale/__init__.py
623606e,Mitch Garnaat,2012-03-09 06:21:33,Adding eu-west-1 region for DynamoDB service.  Closes #629.,629,boto/dynamodb/__init__.py
23d1633,Mitch Garnaat,2012-03-08 13:24:41,Making DynamoDBResponseError behave more like standard XML-based errors.  Closes #625.,625,boto/dynamodb/layer1.py
23d1633,Mitch Garnaat,2012-03-08 13:24:41,Making DynamoDBResponseError behave more like standard XML-based errors.  Closes #625.,625,boto/exception.py
23d1633,Mitch Garnaat,2012-03-08 13:24:41,Making DynamoDBResponseError behave more like standard XML-based errors.  Closes #625.,625,tests/dynamodb/test_layer1.py
23d1633,Mitch Garnaat,2012-03-08 13:24:41,Making DynamoDBResponseError behave more like standard XML-based errors.  Closes #625.,625,tests/dynamodb/test_layer2.py
e41d6cc,Mitch Garnaat,2012-03-06 16:38:32,Add missing import of boto.provider.  Closes #614.,614,boto/utils.py
fc2c528,Mitch Garnaat,2012-03-06 11:37:32,Fixed a bug in BETWEEN condition.  Closes #620.,620,boto/dynamodb/condition.py
3b32824,Mitch Garnaat,2012-03-05 14:59:06,Fixed a bug in the handling of value-less Dimensions in list_metric method.  Closes #617,617,boto/ec2/cloudwatch/__init__.py
34d0b53,Tony Morgan,2012-03-05 21:49:49,"dynamise exclusive start key argument for scan and query, and fix argument order in table for scan.",616,boto/dynamodb/layer2.py
34d0b53,Tony Morgan,2012-03-05 21:49:49,"dynamise exclusive start key argument for scan and query, and fix argument order in table for scan.",616,boto/dynamodb/table.py
747d72b,Mitch Garnaat,2012-03-01 06:10:12,Adding new region for Amazon DynamoDB service.  Closes #607.,607,boto/dynamodb/__init__.py
747d72b,Mitch Garnaat,2012-03-01 06:10:12,Adding new region for Amazon DynamoDB service.  Closes #607.,607,boto/dynamodb/layer1.py
747d72b,Mitch Garnaat,2012-03-01 06:10:12,Adding new region for Amazon DynamoDB service.  Closes #607.,607,boto/dynamodb/layer2.py
a2f60ce,Mitch Garnaat,2012-02-28 13:56:12,Allow item class to be overridden in new_item.  Closes #603.,603,boto/dynamodb/table.py
f797759,Mitch Garnaat,2012-02-28 05:52:12,"Tests need to be in the source distro but shouldn't be installed.  Also, moved some tests scattered throughout the distro to the tests directory.  Fixes #597.",597,boto/emr/tests/test_emr_responses.py
f797759,Mitch Garnaat,2012-02-28 05:52:12,"Tests need to be in the source distro but shouldn't be installed.  Also, moved some tests scattered throughout the distro to the tests directory.  Fixes #597.",597,boto/fps/test/__init__.py
f797759,Mitch Garnaat,2012-02-28 05:52:12,"Tests need to be in the source distro but shouldn't be installed.  Also, moved some tests scattered throughout the distro to the tests directory.  Fixes #597.",597,boto/fps/test/test_install_caller_instruction.py
f797759,Mitch Garnaat,2012-02-28 05:52:12,"Tests need to be in the source distro but shouldn't be installed.  Also, moved some tests scattered throughout the distro to the tests directory.  Fixes #597.",597,boto/fps/test/test_verify_signature.py
f797759,Mitch Garnaat,2012-02-28 05:52:12,"Tests need to be in the source distro but shouldn't be installed.  Also, moved some tests scattered throughout the distro to the tests directory.  Fixes #597.",597,boto/mturk/test/__init__.py
f797759,Mitch Garnaat,2012-02-28 05:52:12,"Tests need to be in the source distro but shouldn't be installed.  Also, moved some tests scattered throughout the distro to the tests directory.  Fixes #597.",597,boto/mturk/test/_init_environment.py
f797759,Mitch Garnaat,2012-02-28 05:52:12,"Tests need to be in the source distro but shouldn't be installed.  Also, moved some tests scattered throughout the distro to the tests directory.  Fixes #597.",597,boto/mturk/test/all_tests.py
f797759,Mitch Garnaat,2012-02-28 05:52:12,"Tests need to be in the source distro but shouldn't be installed.  Also, moved some tests scattered throughout the distro to the tests directory.  Fixes #597.",597,boto/mturk/test/cleanup_tests.py
f797759,Mitch Garnaat,2012-02-28 05:52:12,"Tests need to be in the source distro but shouldn't be installed.  Also, moved some tests scattered throughout the distro to the tests directory.  Fixes #597.",597,boto/mturk/test/common.py
f797759,Mitch Garnaat,2012-02-28 05:52:12,"Tests need to be in the source distro but shouldn't be installed.  Also, moved some tests scattered throughout the distro to the tests directory.  Fixes #597.",597,boto/mturk/test/create_hit_external.py
f797759,Mitch Garnaat,2012-02-28 05:52:12,"Tests need to be in the source distro but shouldn't be installed.  Also, moved some tests scattered throughout the distro to the tests directory.  Fixes #597.",597,boto/mturk/test/create_hit_test.py
f797759,Mitch Garnaat,2012-02-28 05:52:12,"Tests need to be in the source distro but shouldn't be installed.  Also, moved some tests scattered throughout the distro to the tests directory.  Fixes #597.",597,boto/mturk/test/create_hit_with_qualifications.py
f797759,Mitch Garnaat,2012-02-28 05:52:12,"Tests need to be in the source distro but shouldn't be installed.  Also, moved some tests scattered throughout the distro to the tests directory.  Fixes #597.",597,boto/mturk/test/hit_persistence.py
f797759,Mitch Garnaat,2012-02-28 05:52:12,"Tests need to be in the source distro but shouldn't be installed.  Also, moved some tests scattered throughout the distro to the tests directory.  Fixes #597.",597,boto/mturk/test/mocks.py
f797759,Mitch Garnaat,2012-02-28 05:52:12,"Tests need to be in the source distro but shouldn't be installed.  Also, moved some tests scattered throughout the distro to the tests directory.  Fixes #597.",597,boto/mturk/test/run-doctest.py
f797759,Mitch Garnaat,2012-02-28 05:52:12,"Tests need to be in the source distro but shouldn't be installed.  Also, moved some tests scattered throughout the distro to the tests directory.  Fixes #597.",597,boto/mturk/test/selenium_support.py
f797759,Mitch Garnaat,2012-02-28 05:52:12,"Tests need to be in the source distro but shouldn't be installed.  Also, moved some tests scattered throughout the distro to the tests directory.  Fixes #597.",597,boto/mturk/test/support.py
f797759,Mitch Garnaat,2012-02-28 05:52:12,"Tests need to be in the source distro but shouldn't be installed.  Also, moved some tests scattered throughout the distro to the tests directory.  Fixes #597.",597,boto/mturk/test/test_disable_hit.py
f797759,Mitch Garnaat,2012-02-28 05:52:12,"Tests need to be in the source distro but shouldn't be installed.  Also, moved some tests scattered throughout the distro to the tests directory.  Fixes #597.",597,setup.py
f797759,Mitch Garnaat,2012-02-28 05:52:12,"Tests need to be in the source distro but shouldn't be installed.  Also, moved some tests scattered throughout the distro to the tests directory.  Fixes #597.",597,tests/emr/test_emr_responses.py
f797759,Mitch Garnaat,2012-02-28 05:52:12,"Tests need to be in the source distro but shouldn't be installed.  Also, moved some tests scattered throughout the distro to the tests directory.  Fixes #597.",597,tests/fps/__init__.py
f797759,Mitch Garnaat,2012-02-28 05:52:12,"Tests need to be in the source distro but shouldn't be installed.  Also, moved some tests scattered throughout the distro to the tests directory.  Fixes #597.",597,tests/fps/test_install_caller_instruction.py
f797759,Mitch Garnaat,2012-02-28 05:52:12,"Tests need to be in the source distro but shouldn't be installed.  Also, moved some tests scattered throughout the distro to the tests directory.  Fixes #597.",597,tests/fps/test_verify_signature.py
f797759,Mitch Garnaat,2012-02-28 05:52:12,"Tests need to be in the source distro but shouldn't be installed.  Also, moved some tests scattered throughout the distro to the tests directory.  Fixes #597.",597,tests/mturk/__init__.py
f797759,Mitch Garnaat,2012-02-28 05:52:12,"Tests need to be in the source distro but shouldn't be installed.  Also, moved some tests scattered throughout the distro to the tests directory.  Fixes #597.",597,tests/mturk/_init_environment.py
f797759,Mitch Garnaat,2012-02-28 05:52:12,"Tests need to be in the source distro but shouldn't be installed.  Also, moved some tests scattered throughout the distro to the tests directory.  Fixes #597.",597,tests/mturk/all_tests.py
f797759,Mitch Garnaat,2012-02-28 05:52:12,"Tests need to be in the source distro but shouldn't be installed.  Also, moved some tests scattered throughout the distro to the tests directory.  Fixes #597.",597,tests/mturk/cleanup_tests.py
f797759,Mitch Garnaat,2012-02-28 05:52:12,"Tests need to be in the source distro but shouldn't be installed.  Also, moved some tests scattered throughout the distro to the tests directory.  Fixes #597.",597,tests/mturk/common.py
f797759,Mitch Garnaat,2012-02-28 05:52:12,"Tests need to be in the source distro but shouldn't be installed.  Also, moved some tests scattered throughout the distro to the tests directory.  Fixes #597.",597,tests/mturk/create_hit_external.py
f797759,Mitch Garnaat,2012-02-28 05:52:12,"Tests need to be in the source distro but shouldn't be installed.  Also, moved some tests scattered throughout the distro to the tests directory.  Fixes #597.",597,tests/mturk/create_hit_test.py
f797759,Mitch Garnaat,2012-02-28 05:52:12,"Tests need to be in the source distro but shouldn't be installed.  Also, moved some tests scattered throughout the distro to the tests directory.  Fixes #597.",597,tests/mturk/create_hit_with_qualifications.py
f797759,Mitch Garnaat,2012-02-28 05:52:12,"Tests need to be in the source distro but shouldn't be installed.  Also, moved some tests scattered throughout the distro to the tests directory.  Fixes #597.",597,tests/mturk/hit_persistence.py
f797759,Mitch Garnaat,2012-02-28 05:52:12,"Tests need to be in the source distro but shouldn't be installed.  Also, moved some tests scattered throughout the distro to the tests directory.  Fixes #597.",597,tests/mturk/mocks.py
f797759,Mitch Garnaat,2012-02-28 05:52:12,"Tests need to be in the source distro but shouldn't be installed.  Also, moved some tests scattered throughout the distro to the tests directory.  Fixes #597.",597,tests/mturk/run-doctest.py
