ID,Title,Created At,Closed At,Issues,Errors,Messages
1663,ApacheBench | AttributeError: 'NoneType' object has no attribute 'decode',2016-03-13T16:33:48Z,2016-03-13T18:27:02Z,,,
1662,Verifying Facebook Graph API Calls,2016-03-11T13:31:01Z,2016-03-13T03:38:52Z,,,
1661,Verifying Facebook Graph API Calls,2016-03-11T13:12:06Z,2016-03-11T13:21:23Z,,,
1660,Python 64-bit crashes when using `tornado` `CurlAsyncHTTPClient` on Windows,2016-03-10T18:24:18Z,2016-03-22T13:16:14Z,,,
1659,Calling `Future._set_done` twice causes `TypeError`,2016-03-06T20:00:58Z,2016-03-06T23:12:38Z,,,
1658,Add handling of external log rotation,2016-03-05T17:04:32Z,,log,,
1657,fix tornado/web.py #L1075 current_user docstring example,2016-03-03T14:59:44Z,2016-03-04T02:14:51Z,,,
1656,current_user's docstring example has unexpected indent,2016-03-03T14:58:43Z,2016-03-04T02:14:51Z,,,
1655,Bokeh + Tornado not working on Raspberry pi,2016-02-29T18:28:13Z,2016-04-03T20:27:29Z,,IOError,"IOError: Cannot push session document because we failed to connect to the server (to start the server, try the 'bokeh serve' command)"
1654,Split code into folders and files,2016-02-27T00:55:28Z,2016-03-01T03:18:39Z,,,
1653,Moved the rendering of CSS and JS assets to their own instance methods,2016-02-26T15:49:31Z,2017-02-21T03:01:22Z,,,
1652,Should the final rendering of JS and CSS assets be done through UI modules?,2016-02-25T15:16:24Z,2017-02-21T03:01:43Z,,,
1651,PeriodicCallback docs or behavior incorrect,2016-02-24T19:38:33Z,2016-02-25T01:42:52Z,,,
1650,WebSocketHandler.on_message should allow coroutines,2016-02-23T12:43:25Z,2017-02-26T16:44:55Z,,,
1649,docs: give more hints on why windows is unsupported,2016-02-22T16:47:30Z,2017-02-21T02:44:22Z,,,
1648,render() should raise an error when finish() already called,2016-02-22T08:03:33Z,2016-04-09T20:50:48Z,,,
1647,Add a test for HTTPError.__str__ when it uses httputils.,2016-02-19T19:01:17Z,2016-02-22T03:13:15Z,,,
1646,Are you the author of this project? http://ip-json.rhcloud.com/,2016-02-19T07:17:36Z,2016-02-21T23:15:28Z,,,
1645,HEAD requests don't write the body but still add Content-Length,2016-02-18T16:42:51Z,2016-02-18T16:48:31Z,,,
1644,SSLError: [SSL: TLSV1_ALERT_UNKNOWN_CA] tlsv1 alert unknown ca (_ssl.c:1750),2016-02-17T16:28:20Z,2016-02-18T04:48:35Z,,"SSLError, StreamClosedError","SSLError: [SSL: TLSV1_ALERT_UNKNOWN_CA] tlsv1 alert unknown ca (_ssl.c:581), StreamClosedError: Stream is closed"
1643,How to realize  async?,2016-02-17T02:41:06Z,2016-02-17T03:03:10Z,,,
1642,Integrate websocket periodic pinging code from Jupyter,2016-02-15T14:41:39Z,2017-02-25T22:35:23Z,websocket,,
1641,Workaround conflict between new certifi and old openssl.,2016-02-14T20:17:58Z,,netutil,,
1640,Option to periodicaly ping idle websockets to keep proxies happy,2016-02-12T18:15:38Z,2017-02-25T22:35:23Z,,,
1639,"[fea] Ability to inheritance the ""execute"" method",2016-02-11T20:45:29Z,2017-02-20T23:31:47Z,,,
1638,`reverse_url` doesn't escape metacharacters at url endings,2016-02-10T11:24:01Z,2016-02-12T14:59:04Z,,,
1637,Add SVG to compressible mime types,2016-02-06T14:15:30Z,2016-02-08T01:21:45Z,,,
1636,Add support for static extensionless files.,2016-02-06T03:06:20Z,2016-02-08T04:06:29Z,,,
1635,WebSocketHandler.get is not passed *args and **kwargs,2016-02-03T07:47:22Z,2016-02-08T04:04:27Z,,,
1634,Add some prompt when client opening and closing,2016-02-03T02:45:55Z,2016-08-02T11:30:51Z,,,
1633,Is this project active?,2016-01-30T07:19:53Z,2016-01-30T16:11:00Z,,,
1632,There might be performance improvement if we avoid unnecessary join operation in tornado.web.RequestHandler.flush method,2016-01-27T13:51:53Z,2016-01-29T05:27:20Z,,,
1631,Changes to tornado.template in 4.3 breaks external libraries that depend on it,2016-01-26T15:00:50Z,2016-02-14T00:41:18Z,,,
1630,tornado.process.Subprocess.stdout.read_until does not work in python 3 (excepted bytes instead of str),2016-01-21T08:10:17Z,2016-01-21T14:33:45Z,,tornado.iostream.StreamClosedError,tornado.iostream.StreamClosedError: Stream is closed
1629,Fixed a word,2016-01-21T01:26:39Z,2016-02-14T00:12:13Z,,,
1628,Add ability to pass max_restarts into process.fork_processes call in …,2016-01-16T18:27:45Z,,process,,
1627,spec.regex.match could not match URL,2016-01-14T19:31:14Z,2016-01-17T11:14:58Z,,,
1626,Update web.py,2016-01-14T05:47:06Z,2016-01-15T09:32:52Z,,,
1625,separate locale directory [Question],2016-01-09T17:04:57Z,2016-01-11T21:49:15Z,,,
1624,httpclient.HTTPResponse creates cyclical reference,2016-01-08T01:54:51Z,2016-02-14T02:16:16Z,,,
1623,Recommendation: Let the time events to be processed ASAP ,2016-01-07T10:22:10Z,2016-01-29T04:05:44Z,,,
1622,add simple_httpclient connection pool support,2016-01-06T15:48:53Z,,httpclient,,
1621,Update hints for popular operating systems.,2015-12-29T22:17:09Z,2015-12-31T22:56:58Z,,,
1620,delete blanks in the end of a line.,2015-12-28T13:10:11Z,2015-12-31T17:23:12Z,,,
1619,reverse_url should unescape regex string,2015-12-28T06:11:30Z,2016-02-14T02:43:14Z,,,
1618,Make StackContext threadsafe,2015-12-27T14:21:02Z,,stack_context,,
1617,Update web.py,2015-12-27T09:10:53Z,2015-12-31T22:38:21Z,,,
1616,how to upload files with AsyncHTTPClient,2015-12-21T08:53:07Z,2016-11-20T09:14:48Z,,,
1615,"Differentiate HTTPError(599, ""Timeout"") raised by SimpleAsyncHTTPClient",2015-12-21T04:12:44Z,2015-12-31T22:34:57Z,,,
1614,"Differentiate HTTPError(599, ""Timeout"") raised by SimpleAsyncHTTPClient",2015-12-19T22:49:58Z,2015-12-21T04:09:43Z,,,
1613,"Differentiate HTTPError(599, ""Timeout"") raised by SimpleAsyncHTTPClient",2015-12-19T22:25:12Z,2015-12-19T22:48:27Z,,,
1612,"Differentiate HTTPError(599, ""Timeout"") raised by SimpleAsyncHTTPClient",2015-12-19T20:22:38Z,2015-12-19T20:28:02Z,,,
1611,"Differentiate HTTPError(599, ""Timeout"") raised by SimpleAsyncHTTPClient",2015-12-19T19:47:04Z,2015-12-19T19:58:25Z,,,
1610,Template support for async for,2015-12-19T04:04:59Z,2015-12-19T19:24:39Z,,,
1609,reverse_url should unescape regex string,2015-12-19T04:04:13Z,2016-02-14T02:43:27Z,,,
1608,Non-ASCII headers are handled incorrectly by CurlAsyncHTTPClient,2015-12-17T09:16:17Z,2016-02-14T19:00:27Z,,UnicodeDecodeError,UnicodeDecodeError: 'utf-8' codec can't decode byte 0xe9 in position 9: invalid continuation byte
1607,"Differentiate HTTPError(599, ""Timeout"")",2015-12-17T03:14:31Z,2016-01-03T13:19:32Z,,,
1606,Escape syntax for comments,2015-12-17T01:44:13Z,2016-02-14T03:31:15Z,,,
1605,how to run the AsyncTestCase?,2015-12-15T03:08:48Z,2015-12-15T04:14:30Z,,,
1604,make kwargs always work in AsyncHTTPClient.fetch(),2015-12-14T11:24:31Z,2015-12-31T18:56:03Z,,,
1603,Django-style kwargs for reverse_url,2015-12-10T00:18:46Z,,web,Notes,Notes: 
1602,pip install tornado not working properly,2015-12-09T16:11:40Z,2015-12-10T03:13:09Z,,,
1601,Tornado should not collapse `Set-Cookie` headers,2015-12-09T06:08:53Z,2015-12-10T03:11:14Z,,,
1600,"Use super() to call super ""__init__()""",2015-12-08T05:42:16Z,2015-12-08T22:34:09Z,,,
1599,Update options.py,2015-12-07T21:36:09Z,2015-12-18T05:04:04Z,,,
1598,HTTP1Connection cannot handle http/1.0 304 response,2015-12-03T10:19:46Z,2016-02-15T00:04:56Z,,,
1597,POST to Django behind Tornado executed twice,2015-12-03T09:29:59Z,2015-12-03T13:05:10Z,,,
1596,Merge pull request #1 from tornadoweb/master,2015-12-02T09:46:36Z,2015-12-02T13:35:16Z,,,
1595,Hanging concurrent.futures Future,2015-11-24T22:02:17Z,,,,
1594,how to learn tornado,2015-11-24T08:37:42Z,2015-11-28T19:59:33Z,,,
1593,"Use super() to call super ""__init__()""",2015-11-24T05:13:00Z,2015-11-24T10:15:47Z,,,
1592,yield future,2015-11-23T08:27:35Z,2015-11-23T09:56:38Z,,,
1591,Add reuse_port flag to TCPServer.bind method,2015-11-22T11:35:30Z,2015-11-23T10:53:44Z,,,
1590,Add debounce decorator,2015-11-21T22:06:05Z,2016-02-15T00:41:54Z,,,
1589,Improve Libraries and Ecosystem,2015-11-21T21:03:33Z,2015-11-23T10:49:00Z,,,
1588,Properly pass replace_callback kwarg; Fixes #1462,2015-11-21T19:53:50Z,2017-12-21T04:18:14Z,gen,,
1587,Missing hint in documentation,2015-11-20T13:03:01Z,2015-11-21T16:33:02Z,,,
1586,Correct version change in Lock docstring,2015-11-20T11:33:10Z,2015-11-20T14:04:29Z,,,
1585,Subprocess wait_for_exit Error on Windows,2015-11-17T04:09:31Z,2016-05-22T01:55:27Z,,,
1584,Allow write to accept bytearrays,2015-11-13T21:11:18Z,2017-09-15T13:39:56Z,escape,,
1583,tornado httpclient fails on graph.facebook.com,2015-11-11T20:24:34Z,2016-02-15T00:47:40Z,,,
1582,CurlAsyncHTTPClient: free_list starvation if setup fails,2015-11-11T12:23:30Z,2015-11-12T01:14:02Z,,,
1581,Vary: Accept-Encoding header for non-compressable content,2015-11-11T10:42:03Z,,,,
1580,HEAD with compress_response is wrong,2015-11-11T07:19:25Z,,,,
1579,Add monotonic as an alternative to Monotime,2015-11-07T06:01:01Z,2015-11-07T22:23:40Z,,,
1578,Streamline travis-ci build.,2015-11-07T01:04:28Z,2015-11-07T02:09:22Z,,,
1577,parse_response_start_line without reason like 'HTTP/1.1 200' ,2015-11-04T15:29:38Z,2015-11-05T01:25:32Z,,,
1576,Override __setitem__ in tornado.options,2015-11-02T23:03:13Z,2015-11-07T00:55:18Z,,,
1575,Update chatdemo.py,2015-11-02T17:22:20Z,2015-11-02T17:29:10Z,,,
1574,Fixes #1573: Grab first localhost socket when more than one localhost interface registered,2015-10-29T23:37:31Z,2015-11-07T00:54:48Z,,,
1573,Tornado test setup fails when localhost has more than one address,2015-10-29T21:59:05Z,2015-11-07T00:54:48Z,,ValueError,ValueError: too many values to unpack
1572,Options should support setitem,2015-10-29T19:19:53Z,2015-11-07T00:55:18Z,options,,
1571,Error handling in StackContext,2015-10-29T17:49:43Z,2015-11-03T19:10:42Z,,,
1570,"gunicorn integration issue: add do_handshake_on_connect, suppress_ragged_eofs to acceptable ssl options",2015-10-28T07:16:18Z,2015-10-30T05:23:49Z,,AssertionError,"AssertionError: {'do_handshake_on_connect': False, 'certfile': '/home/hiro/201510/server.crt', 'suppress_ragged_eofs': True, 'ciphers': 'TLSv1', 'ssl_version': 3, 'cert_reqs': 0, 'ca_certs': None, 'keyfile': '/home/hiro/201510/server.key'}"
1569,Fix #1543 and add hello world example for running on asyncio event loop,2015-10-27T10:11:38Z,,asyncio,,
1568,Cast start_line.code to an integer,2015-10-26T05:24:17Z,2015-11-07T00:55:34Z,,,
1567,Make test_root_static_path more robust.,2015-10-24T13:59:26Z,2015-10-24T14:22:51Z,,,
1566,Invalid Scopes: read_stream error in facebook,2015-10-24T08:24:50Z,,,,
1565,Unit tests fail under python2.7,2015-10-24T04:23:12Z,2015-10-24T14:22:51Z,,AssertionError,AssertionError: 404 != 200
1564,Disable emitting server info header,2015-10-24T04:11:09Z,2016-02-14T03:35:08Z,,,
1563,Check for Content-Length and Transfer-Encoding,2015-10-23T14:33:41Z,2015-10-24T14:32:27Z,,,
1562,multiple process option raises RuntimeException ,2015-10-21T20:18:14Z,2015-10-22T01:43:30Z,,,
1561,Method on AsyncHTTPTestCase to check there are no messages to read,2015-10-21T16:28:15Z,2015-10-22T01:25:55Z,,,
1560,PEP8 fix docs/conf.py:91:1: E122 continuation line missing indentation,2015-10-20T15:30:10Z,2015-10-20T15:58:08Z,,,
1559,Exception in util.py decompress(),2015-10-19T17:41:01Z,2015-10-24T14:32:49Z,,,
1558,Return HTTPServer in Application.listen,2015-10-19T15:25:24Z,2015-10-24T16:00:18Z,,,
1557,Make singledispatch and backports_abc mandatory dependencies.,2015-10-18T20:36:52Z,2015-10-18T21:50:41Z,,,
1556,AsyncHTTPClient#fetch does not work correctly from another thread,2015-10-17T17:00:09Z,2015-10-17T20:04:09Z,,,
1555,Added xsrf_cookie_secure and xsrf_cookie_httponly optional settings,2015-10-17T14:27:23Z,2015-10-24T16:04:30Z,,,
1554,Allow postmortem debugging after exception in websocket handler,2015-10-16T20:57:13Z,2015-10-30T14:00:11Z,,,
1553,Add void to empty function parameter,2015-10-16T11:52:47Z,2015-10-18T13:44:28Z,,,
1552,Can't enable CurlAsyncHTTPClient to use cookies while following redirections,2015-10-15T20:07:59Z,2015-10-15T21:49:05Z,,,
1551,How to serve large HTML Files,2015-10-14T04:11:47Z,2015-10-14T04:13:49Z,,,
1550,Update gen_test for native coroutines.,2015-10-12T17:48:32Z,2015-10-13T21:34:58Z,,,
1549,AttributeError: 'NoneType' object has no attribute 'do_handshake',2015-10-12T09:54:26Z,2015-10-12T11:10:31Z,,,
1548,AttributeError: 'NoneType' object has no attribute 'do_handshake',2015-10-12T09:50:51Z,2015-10-12T10:20:16Z,,,
1547,request handler to return an orderedDict?,2015-10-12T05:26:48Z,2015-10-12T10:32:31Z,,,
1546,Exceptions in list of futures don't propagate immediately,2015-10-09T22:04:03Z,2015-10-11T21:24:45Z,,,
1545,Application url prefix,2015-10-08T02:38:40Z,2015-10-08T03:10:49Z,,,
1544,Add a Gitter chat badge to README.rst,2015-10-07T03:03:59Z,2016-07-13T02:52:05Z,,,
1543,Autoreload with asyncio event loop doesn't work,2015-10-06T13:04:50Z,2017-03-26T15:14:40Z,,RuntimeError,RuntimeError: Cannot close a running event loop 
1542,More polish for native coroutines,2015-10-04T02:47:38Z,2015-10-04T03:13:54Z,,,
1541,Test fixes,2015-10-03T17:07:11Z,2015-10-03T17:59:15Z,,,
1540,Update versions in CI/tox configs.,2015-10-03T15:22:46Z,2015-10-03T15:51:42Z,,,
1539,"Closing websocket serverside, no reason or code given on client-side. ",2015-10-02T11:31:11Z,2015-10-02T15:23:49Z,,,
1538,Removed links to facebook.com.,2015-10-01T19:53:04Z,2015-10-01T20:53:55Z,,,
1537,Removed broken link.,2015-10-01T18:58:14Z,2015-10-01T19:40:16Z,,,
1536,Broken link fix,2015-10-01T07:49:17Z,2015-10-01T14:22:37Z,,,
1535,Broken link,2015-10-01T07:47:27Z,2015-10-01T14:22:53Z,,,
1534,tornado rejects valid SSL certificates,2015-09-30T17:36:42Z,,,ssl.SSLError,ssl.SSLError: [Errno 1] _ssl.c:510: error:14090086:SSL routines:SSL3_GET_SERVER_CERTIFICATE:certificate verify failed
1533,Fix a regression in FacebookGraphMixin in the 4.3 dev series.,2015-09-29T02:40:11Z,2015-09-29T03:10:49Z,,,
1532,FacebookGraphMixin failing,2015-09-29T00:38:08Z,2015-09-29T03:10:49Z,,`TypeError,`TypeError: 'Future' object is not callable`
1531,Perform sanity checks on request.body only if allow_nonstandard_metho…,2015-09-28T22:03:56Z,2015-10-03T13:54:18Z,,,
1530,Change the implement of remove_fragment method,2015-09-28T02:59:54Z,2015-09-28T03:21:23Z,,,
1529,Change the implement of remove_fragment method,2015-09-28T02:30:25Z,2015-09-28T02:36:08Z,,,
1528,Misc updates,2015-09-28T01:11:39Z,2015-09-28T01:35:04Z,,,
1527,Add appveyor.yml for windows CI.,2015-09-27T23:05:49Z,2015-09-28T00:08:12Z,,,
1526,simple_httpclient: Don't call streaming_callback for redirects.,2015-09-27T17:43:48Z,2015-09-28T03:39:34Z,,,
1525,Fix coverage installation for py32.,2015-09-27T15:58:36Z,2015-09-27T16:28:00Z,,,
1524,Update webspider demo support Python 3,2015-09-26T04:26:36Z,2015-09-27T16:29:33Z,,,
1523,Improve tornado.web.Application documentation,2015-09-22T21:53:00Z,2015-09-27T16:49:52Z,,,
1522,Typo in websocket client documentation,2015-09-22T13:34:23Z,2015-09-27T16:38:30Z,,,
1521,Including a page which extends another template raises NotImplementedError,2015-09-22T07:00:04Z,2015-09-24T03:53:07Z,,,
1520,"Tornado logging: ""No handlers could be found for logger ""tornado.application""",2015-09-18T15:50:13Z,2015-09-27T16:56:56Z,,,
1519,https protocol causes connection timeout when not using ssl_options,2015-09-16T19:17:20Z,2015-09-19T04:54:25Z,,,
1518,tornado.httpclient.HTTPClient.fetch() executes callback on contents of redirect response,2015-09-14T17:39:22Z,2015-09-28T03:39:34Z,,,
1517,TCPClient with connection timeout support.,2015-09-13T10:08:59Z,,tcpclient,,
1516,tornado.httputil.HTTPServerRequest age property,2015-09-11T18:55:33Z,,,,
1515,"demos\websocket When i posted, 404: Not Found",2015-09-11T06:24:13Z,2015-09-27T16:35:45Z,,,
1514,netutil.bind_sockets: add `reuse_port` option to set SO_REUSEPORT,2015-09-09T11:42:05Z,2015-09-13T00:31:18Z,,,
1513,netutil.bind_sockets: add an ability to set SO_REUSEPORT,2015-09-08T13:37:39Z,2015-09-19T11:26:52Z,,,
1512,How to deal with global variables in multi processes mode?,2015-09-03T12:28:55Z,2015-09-03T14:35:33Z,,,
1511,Remove synchronization in add_callback from the ioloop thread,2015-09-02T19:02:46Z,2015-09-27T20:00:46Z,,,
1510,"Remove useless lines, noused import and variable",2015-09-02T17:48:13Z,2015-09-06T01:14:40Z,,,
1509,gen.multi_future() does not support list/dicts of Deferreds (or asyncio.Future?),2015-09-02T09:41:42Z,2015-09-03T03:31:15Z,,,
1508,Implemented static_host,2015-09-02T05:52:11Z,2015-09-08T09:26:08Z,,,
1507,Easy get POST/GET data,2015-09-01T01:50:34Z,2015-09-02T11:17:20Z,,,
1506,Add timeouts to TCPClient,2015-08-30T11:36:01Z,2015-09-13T09:36:02Z,,,
1505,self.fetch throws `Async operation timed out` but self.http_client works okay,2015-08-29T19:54:33Z,2015-09-03T02:43:11Z,,AssertionError,AssertionError: Async operation timed out after 5 seconds) when the request takes several seconds
1504,Access with server-sent events only logged after connection is closed,2015-08-29T12:40:19Z,,,,
1503,is iostream write block server ?,2015-08-29T04:19:38Z,2015-08-29T08:30:54Z,,,
1502,"修复: 在python 2.7中，当使用了""from __future__ import unicode_literals ""，传入中文字…",2015-08-27T04:55:38Z,2015-09-27T22:30:24Z,,,
1501,Don't initialize the IOLoop in tornado.platform.twisted.install().,2015-08-25T10:47:40Z,2015-09-03T12:08:39Z,,,
1500,HTTPHeaders impl doesnt support setdefault,2015-08-24T19:37:46Z,2015-09-13T17:21:13Z,,,
1499,PEP-0492: Infinite loop in convert_yielded,2015-08-24T15:49:29Z,2015-09-15T03:42:29Z,,RecursionError,RecursionError: maximum recursion depth exceeded while calling a Python object
1498,AsyncHttpClient 599 Network unreachable errors,2015-08-24T10:20:30Z,2015-09-27T23:29:34Z,,,
1497,Fix incorrect inspection of WebSocket RSV1 bit.,2015-08-24T07:24:00Z,2015-09-28T04:11:06Z,,,
1496,Update web.rst,2015-08-23T14:25:26Z,2015-09-27T16:50:13Z,,,
1495,use Codecov as coverage provider,2015-08-21T18:38:46Z,2015-08-26T13:16:31Z,,,
1494,Allow multi-line headers in CurlAsyncHTTPClient,2015-08-21T12:58:37Z,2015-09-28T00:15:12Z,,ValueError,ValueError: need more than 1 value to unpack
1493,PEP-0492 async/await with AsyncHTTPClient,2015-08-19T16:42:36Z,2015-10-04T03:14:45Z,,,
1492,done coroutines keep running,2015-08-19T16:21:23Z,2015-09-27T22:47:20Z,,,
1491,ThreadedResolver executor and io_loop.close() ,2015-08-18T18:02:41Z,2015-09-28T01:35:11Z,,RuntimeError,RuntimeError: IOLoop is closing
1490,CurlAsyncHTTPClient does not support internationalized domain names,2015-08-18T12:54:49Z,,,"Exception, UnicodeEncodeError","Exception:, UnicodeEncodeError: 'ascii' codec can't encode character '\xeb' in position 35: ordinal not in range(128)"
1489,Broken link in latest documentation.,2015-08-16T23:12:40Z,2015-10-01T20:54:16Z,,,
1488,Simplify HTML templates by using HTML5,2015-08-16T06:51:54Z,2015-08-16T17:28:14Z,,,
1487,Add color logging support on Windows,2015-08-14T14:22:52Z,2016-08-10T19:08:05Z,,,
1486,Backport of custom method with payloads fix,2015-08-14T14:15:20Z,2017-02-20T19:37:49Z,,,
1485,HTTPError not copyable,2015-08-13T16:44:29Z,2015-09-28T01:35:12Z,,TypeError,TypeError: __init__() missing 1 required positional argument: 'status_code'
1484,"On OS X, pre-fork requests with python-requests cause HTTPS connections in workers to kill the worker",2015-08-13T16:10:14Z,2015-08-13T16:24:52Z,,,
1483,yield coroutine func does not response when runing it for a period of time,2015-08-08T12:21:44Z,2015-08-08T16:39:50Z,,,
1482,Fix error handling in read_until_close,2015-08-07T13:48:50Z,2015-08-11T03:33:31Z,,,
1481,Added localization demo,2015-08-07T09:46:07Z,,locale,,
1480,curl_httpclient blocks ioloop under certain conditions,2015-08-05T11:43:57Z,2016-12-23T12:37:27Z,,,
1479,add timed rotating mode for logging into separated files in tornado.log,2015-08-05T07:37:56Z,2015-09-06T14:24:59Z,,,
1478,Websockets may need a callback when the websocket buffer is empty,2015-08-03T19:38:46Z,2015-08-04T19:15:32Z,,,
1477,Drop support for Python 2.6 and 3.2,2015-08-03T14:06:59Z,2015-11-07T00:52:29Z,,,
1476,Support Python 3.5 `async` statements,2015-08-03T02:07:15Z,2015-08-03T04:19:09Z,,,
1475,allow overriding RequestHandler json_encode,2015-07-31T20:38:57Z,2015-08-03T19:47:21Z,,,
1474,Add argument to web.Finish(),2015-07-29T09:25:44Z,2015-09-28T01:35:12Z,,self.finish({'error',self.finish({'error': 42})
1473,Do not cap the length of Location: headers,2015-07-28T21:12:01Z,2015-07-30T02:54:32Z,,,
1472,DELETE requests never end.,2015-07-27T16:15:54Z,2015-07-31T16:41:43Z,,,
1471,Remove an useless line,2015-07-27T08:24:30Z,2015-07-30T02:40:00Z,,,
1470,`parse_config_file` not support non-string type or indent,2015-07-26T21:58:58Z,2015-08-04T21:49:03Z,,,
1469,ioloop.py(line 252) is None or not None,2015-07-24T07:15:56Z,2015-07-30T02:51:00Z,,,
1468,fix Content-Type for gzip in StaticFileHandler,2015-07-24T01:55:39Z,2015-07-31T01:10:48Z,,,
1467,Future leaks?,2015-07-23T09:46:22Z,2016-01-13T02:55:16Z,,,
1466,AttributeError when overriding get_new_ioloop with more than one test,2015-07-23T01:09:05Z,2015-07-23T17:43:19Z,,AttributeError,AttributeError: 'NoneType' object has no attribute 'done'
1465,StaticFileHandler sets Content-Encoding for gzip,2015-07-22T21:12:18Z,2015-07-24T01:56:03Z,,,
1464,locks.py and  @run_on_executor can work together?,2015-07-11T01:22:11Z,2015-07-11T02:12:50Z,,,
1463,Creating a coroutine which runs forever,2015-07-08T07:40:45Z,2015-08-02T20:24:57Z,,,
1462,Prevent @gen.coroutine from eating 'callback' kwarg.,2015-07-06T15:46:29Z,,,,
1461,Update travis-ci.org URL in comment,2015-07-05T00:00:45Z,2015-07-05T00:20:17Z,,,
1460,Add Google OAuth2 user info request.,2015-07-02T11:46:36Z,2015-07-03T22:35:26Z,,,
1459,Testing websockets and POST request occurring concurrently,2015-07-01T14:43:01Z,2015-07-03T22:18:09Z,,,
1458,Add option for setting server_hostname in tornado.httpclient.HTTPRequest?,2015-06-26T12:48:05Z,2015-07-05T18:30:31Z,,,
1457,Initial work on Keep-Alive,2015-06-21T17:17:19Z,,httpclient,,
1456,doc tweaks,2015-06-21T14:43:22Z,2015-07-04T17:43:32Z,,,
1455,Support for incremental template rendering,2015-06-20T23:13:18Z,,template,,
1454,Fix GoogleOAuth2Mixin.get_authenticated_user(),2015-06-19T15:11:34Z,2015-06-28T20:44:35Z,,,
1453,Include path in parse error message and re-raise,2015-06-12T11:53:11Z,2015-07-04T18:35:42Z,,,
1452,Redirect handling in http client does not retain cookies.,2015-06-12T11:38:10Z,2015-06-12T16:44:38Z,,,
1451,ValueError from curl_httpclient causing response callback to not get called,2015-06-09T05:14:08Z,2015-07-04T19:44:46Z,,ValueError,ValueError: need more than 1 value to unpack
1450,Tornado Templating With {% code %} ,2015-06-06T03:47:04Z,2015-07-05T18:18:26Z,,,
1449,tornado.locale has issues on files with UTF-8 BOM encoding,2015-06-04T19:20:11Z,2015-07-05T03:56:50Z,,,
1448,use os.sendfile() when available,2015-06-03T13:30:27Z,,iostream,,
1447,XSRF CVE in tornado 2.2.1,2015-05-27T20:02:54Z,2015-07-04T19:47:26Z,,,
1446,[httputil.py] Word correction,2015-05-25T07:44:18Z,2015-05-25T14:24:22Z,,,
1445,HTTPHeaders do not unpickled,2015-05-21T11:19:27Z,2015-07-04T22:24:46Z,,AttributeError,AttributeError: 'HTTPHeaders' object has no attribute '_as_list'
1444,Create testing,2015-05-19T17:47:29Z,2015-05-19T20:44:37Z,,,
1443,Test failures ipv6 disabled,2015-05-18T22:30:19Z,2015-07-05T18:17:51Z,,"ValueError, IndexError, OSError","ValueError: need more than 0 values to unpack, IndexError: list index out of range, OSError: [Errno 97] Address family not supported by protocol"
1442,Add timeout to Task,2015-05-17T19:50:10Z,2015-05-17T21:24:26Z,,,
1441,class tornado.auth.GoogleOAuth2Mixin No more!!!,2015-05-14T21:51:03Z,2015-05-15T15:13:38Z,,,
1440,sth wrong with running demo/chat,2015-05-09T09:36:41Z,2015-05-09T14:03:06Z,,,
1439,IOLoop become current loop issue,2015-05-06T08:16:10Z,2015-05-07T06:31:58Z,,,
1438,HTTP/2 support,2015-05-05T08:35:11Z,,multiple,,
1437,example failed?,2015-05-04T07:26:46Z,2015-05-04T07:49:42Z,,,
1436,add docs recursively to MANIFEST.in,2015-05-03T14:53:06Z,2015-05-08T03:03:27Z,,,
1435,Future.result() and Future.exception() have timeout=None that is not used in code,2015-04-30T05:23:47Z,2015-05-06T05:05:17Z,,,
1434,Ignore invalid cookies,2015-04-28T14:46:50Z,2016-10-01T04:38:28Z,httputil,,
1433,use custom status code return,2015-04-27T04:10:31Z,2015-04-29T01:16:13Z,,,
1432,Modify xhtml_unescape to handle hex numeric refs,2015-04-24T14:50:41Z,2015-04-29T01:12:10Z,,,
1431,More detail about porting from toro.Event.,2015-04-24T13:32:43Z,2015-04-24T14:01:30Z,,,
1430,Spelling.,2015-04-24T13:26:22Z,2015-04-24T13:51:15Z,,,
1429,WaitIterator sometimes hangs,2015-04-24T09:56:11Z,2015-05-06T05:18:33Z,,,
1428,xhtml_unescape doesn't handle hex numeric references,2015-04-23T20:52:32Z,2015-05-09T02:23:44Z,,,
1427,tornado.options.Error: Option already defined in,2015-04-22T06:15:20Z,2015-04-29T01:11:29Z,,,
1426,Problem with nested requests when using the FacebookGraphMixin get_authenticated_user call,2015-04-21T05:20:07Z,,auth,,
1425,Make setup.py Python 2.6 compatible,2015-04-20T14:48:25Z,2015-04-20T15:57:29Z,,,
1424,application/json only instance dict,2015-04-19T20:09:25Z,2015-04-19T20:23:20Z,,,
1423,"Document Lock, notes for porting from Toro.",2015-04-19T03:11:44Z,2015-04-19T15:27:41Z,,,
1422,Timeouts not deadlines.,2015-04-19T02:45:33Z,2015-04-19T15:22:13Z,,,
1421,Add a web spider example to demonstrate Queue.,2015-04-15T01:24:59Z,2015-04-17T14:29:38Z,,,
1420,ValueError: I/O operation on closed epoll fd,2015-04-14T15:43:36Z,2015-04-18T17:08:48Z,,"""ValueError","""ValueError: I/O operation on closed epoll fd"""
1419,Add max_body_size parameter to SimpleHTTPClient,2015-04-14T15:08:30Z,2015-04-18T17:52:14Z,,,
1418,[fea] add threaded decorator,2015-04-13T23:30:18Z,2015-04-14T21:31:42Z,,,
