file,method,startlineno,endlineno,issue_commit,issue_author,issue_date,issue_title,issue_faultID,changed_commits,practice_lineno,practice_kind,practice_info
requests\models.py,prepare_body,409,462,31b35ab,Nate Prewitt,2016-09-21 10:19:44,removing redundant logic from prepare_content_length,3545,"40402cd0dd044b640b984d25233e1095fae9ec16, 548a03acef3238389b1cce95131a0511d5c82211, 31b35ab838dfab92ea199a2688fefb74215aa7e9, 52c0daff5f87adb1e89678139fdd054c8005e580, 9ff2e43cd6de340c152145adc0e922f94e0aaf1c, 386382b18caab6a3a8a111fa8e24875dca27b0aa, 4c82dbab6fc3ad4b66babb1b01d21a26db602579, 6f6b2fd1d5ca6b281a841e8a31e32eb6c34c429b, 7a0cd16c1a5be16f3df395ee12ed11d0ddde7837, 37037607b5f3da32ff1897caca3c38e210f04c37, 395a3e888506d3713dba030b73adc21ca99a305c, ab84f9be5740d4649d734e73b84f17f85e52ffc9, 8ed941fa6991355753e698f6b253096d57f6c7e4, 402f3b4993fe8d0626fcffcbfc30caf671b65df3, b34a496649667b9324caa634cb17e726e0cce1a5, 8f17741849edb5e7eba0356f90cb17e43c938a2f, 5ab79e2514b663ac8e0a82981efe0a5e69efe01c, 3faff0b8ea2c3c7d87272971893234e26a01d9fc, 24819e8aae62170ed2c8439e400cc16423207660, 8a42d5fb41cbca27f64ced4b8f087fb1001fac23, 4f64938ff02438bf6b1e379371f5182d48397c32, e7c9bbb96f8cebe873e26bf2f5f306c130e98e7d, 1d5c4f3f0f49e04165303952ccc5fd1c70aee7c1, 89c8cbbe0c8e1db50746ca0f5e68c754ec2d50b2, ef8563ab36c6b52834ee9c35f6f75a424cd9ceef, a197309e214ad060cd5f084ab47f6d04f09cf68b, 2161d8f78d71f619c07132add0b1966f62e40c6f",462,reference,body,"str,PreparedRequest"
requests\models.py,prepare_url,324,399,7f14db1,Kenneth Reitz,2017-05-29 12:11:43,new requests namespace,4099,"7f14db17c8612aed71a181b084455b71e130ffc8, fae3f92c34d8d7267de33ecb676b3d5600146257, 402a55b647c852553ff6967403b12f6b6efc0fd8, a83685ce00995808725bd07cb3ce8f785178b5e8, 34af72c87d79bd8852e8564c050dd7711c6a08d6, 0d7de50dbd7eacb0242506454363c71925d7241a, 248d3e9f0f8ea1657d9329f8b188a81ca2a65ecc, 8dd51d22fc42abf98f8e75ff5722f4b0295015e5, 27812eb90248c021d7277a8823dd9c7885f497af, fc8fa1aa265bb14d59c68eb68a179bce17953967, 23d9b077d8b2db9d13c1edd97ffb65b0582631d0, 74609c5c8f94cbae3d3fc72e0b0a53cae19cc29c, a0632d8df045f9e56625a856a14df8941922eced, 599f8343512277671d08e043a0505a82630c641d, f02d0f9e79a3aa3f0b716871f457ceb8f446bdba, bd3cf95e34aa49c8d764c899672048df107e0d70, 3246b1fe172ca3d4f098e85467234ded2f833b31, ca2ebc5b682452bc870efb2f7123feda9a80a8ea, bff8b91638586a8269f79f1bac6e82921702e5b3, 0228851f19aaf4b0f620c74cb08d295329431a3e, a9ec28a1b4288e6368f855f442817633d3a7f7da, b5d2160ef8e5eb0b163a69e33f5deb31ecfabd32, 715a57dec888c850d16b767d7cdab9705fda7292, afcc883d7f5968a8d64ea400335fb47f3f73d042, a776e7cb3e57e56a2d9974b730e6f5e7776751a4, 98a7585fbdc3a9231aad314b7985b170ca3feb42, 94e82e9cc2e7eb9934ed086a69d3b49ddf3ce3eb, 31d10c0b2b693a43581935913c6d8bff4111a8c5",366,reference,netloc,"module,str"
requests\models.py,prepare_url,324,399,248d3e9,Hussain,2016-11-16 22:48:45,Fixed issue #3696. Added a test for it as well.,3696,"7f14db17c8612aed71a181b084455b71e130ffc8, fae3f92c34d8d7267de33ecb676b3d5600146257, 402a55b647c852553ff6967403b12f6b6efc0fd8, a83685ce00995808725bd07cb3ce8f785178b5e8, 34af72c87d79bd8852e8564c050dd7711c6a08d6, 0d7de50dbd7eacb0242506454363c71925d7241a, 248d3e9f0f8ea1657d9329f8b188a81ca2a65ecc, 8dd51d22fc42abf98f8e75ff5722f4b0295015e5, 27812eb90248c021d7277a8823dd9c7885f497af, fc8fa1aa265bb14d59c68eb68a179bce17953967, 23d9b077d8b2db9d13c1edd97ffb65b0582631d0, 74609c5c8f94cbae3d3fc72e0b0a53cae19cc29c, a0632d8df045f9e56625a856a14df8941922eced, 599f8343512277671d08e043a0505a82630c641d, f02d0f9e79a3aa3f0b716871f457ceb8f446bdba, bd3cf95e34aa49c8d764c899672048df107e0d70, 3246b1fe172ca3d4f098e85467234ded2f833b31, ca2ebc5b682452bc870efb2f7123feda9a80a8ea, bff8b91638586a8269f79f1bac6e82921702e5b3, 0228851f19aaf4b0f620c74cb08d295329431a3e, a9ec28a1b4288e6368f855f442817633d3a7f7da, b5d2160ef8e5eb0b163a69e33f5deb31ecfabd32, 715a57dec888c850d16b767d7cdab9705fda7292, afcc883d7f5968a8d64ea400335fb47f3f73d042, a776e7cb3e57e56a2d9974b730e6f5e7776751a4, 98a7585fbdc3a9231aad314b7985b170ca3feb42, 94e82e9cc2e7eb9934ed086a69d3b49ddf3ce3eb, 31d10c0b2b693a43581935913c6d8bff4111a8c5",366,reference,netloc,"module,str"
requests\models.py,prepare_url,324,399,7f14db1,Kenneth Reitz,2017-05-29 12:11:43,new requests namespace,4099,"7f14db17c8612aed71a181b084455b71e130ffc8, fae3f92c34d8d7267de33ecb676b3d5600146257, 402a55b647c852553ff6967403b12f6b6efc0fd8, a83685ce00995808725bd07cb3ce8f785178b5e8, 34af72c87d79bd8852e8564c050dd7711c6a08d6, 0d7de50dbd7eacb0242506454363c71925d7241a, 248d3e9f0f8ea1657d9329f8b188a81ca2a65ecc, 8dd51d22fc42abf98f8e75ff5722f4b0295015e5, 27812eb90248c021d7277a8823dd9c7885f497af, fc8fa1aa265bb14d59c68eb68a179bce17953967, 23d9b077d8b2db9d13c1edd97ffb65b0582631d0, 74609c5c8f94cbae3d3fc72e0b0a53cae19cc29c, a0632d8df045f9e56625a856a14df8941922eced, 599f8343512277671d08e043a0505a82630c641d, f02d0f9e79a3aa3f0b716871f457ceb8f446bdba, bd3cf95e34aa49c8d764c899672048df107e0d70, 3246b1fe172ca3d4f098e85467234ded2f833b31, ca2ebc5b682452bc870efb2f7123feda9a80a8ea, bff8b91638586a8269f79f1bac6e82921702e5b3, 0228851f19aaf4b0f620c74cb08d295329431a3e, a9ec28a1b4288e6368f855f442817633d3a7f7da, b5d2160ef8e5eb0b163a69e33f5deb31ecfabd32, 715a57dec888c850d16b767d7cdab9705fda7292, afcc883d7f5968a8d64ea400335fb47f3f73d042, a776e7cb3e57e56a2d9974b730e6f5e7776751a4, 98a7585fbdc3a9231aad314b7985b170ca3feb42, 94e82e9cc2e7eb9934ed086a69d3b49ddf3ce3eb, 31d10c0b2b693a43581935913c6d8bff4111a8c5",379,reference,netloc,"module,str"
requests\models.py,prepare_url,324,399,248d3e9,Hussain,2016-11-16 22:48:45,Fixed issue #3696. Added a test for it as well.,3696,"7f14db17c8612aed71a181b084455b71e130ffc8, fae3f92c34d8d7267de33ecb676b3d5600146257, 402a55b647c852553ff6967403b12f6b6efc0fd8, a83685ce00995808725bd07cb3ce8f785178b5e8, 34af72c87d79bd8852e8564c050dd7711c6a08d6, 0d7de50dbd7eacb0242506454363c71925d7241a, 248d3e9f0f8ea1657d9329f8b188a81ca2a65ecc, 8dd51d22fc42abf98f8e75ff5722f4b0295015e5, 27812eb90248c021d7277a8823dd9c7885f497af, fc8fa1aa265bb14d59c68eb68a179bce17953967, 23d9b077d8b2db9d13c1edd97ffb65b0582631d0, 74609c5c8f94cbae3d3fc72e0b0a53cae19cc29c, a0632d8df045f9e56625a856a14df8941922eced, 599f8343512277671d08e043a0505a82630c641d, f02d0f9e79a3aa3f0b716871f457ceb8f446bdba, bd3cf95e34aa49c8d764c899672048df107e0d70, 3246b1fe172ca3d4f098e85467234ded2f833b31, ca2ebc5b682452bc870efb2f7123feda9a80a8ea, bff8b91638586a8269f79f1bac6e82921702e5b3, 0228851f19aaf4b0f620c74cb08d295329431a3e, a9ec28a1b4288e6368f855f442817633d3a7f7da, b5d2160ef8e5eb0b163a69e33f5deb31ecfabd32, 715a57dec888c850d16b767d7cdab9705fda7292, afcc883d7f5968a8d64ea400335fb47f3f73d042, a776e7cb3e57e56a2d9974b730e6f5e7776751a4, 98a7585fbdc3a9231aad314b7985b170ca3feb42, 94e82e9cc2e7eb9934ed086a69d3b49ddf3ce3eb, 31d10c0b2b693a43581935913c6d8bff4111a8c5",379,reference,netloc,"module,str"
requests\models.py,prepare_url,324,399,7f14db1,Kenneth Reitz,2017-05-29 12:11:43,new requests namespace,4099,"7f14db17c8612aed71a181b084455b71e130ffc8, fae3f92c34d8d7267de33ecb676b3d5600146257, 402a55b647c852553ff6967403b12f6b6efc0fd8, a83685ce00995808725bd07cb3ce8f785178b5e8, 34af72c87d79bd8852e8564c050dd7711c6a08d6, 0d7de50dbd7eacb0242506454363c71925d7241a, 248d3e9f0f8ea1657d9329f8b188a81ca2a65ecc, 8dd51d22fc42abf98f8e75ff5722f4b0295015e5, 27812eb90248c021d7277a8823dd9c7885f497af, fc8fa1aa265bb14d59c68eb68a179bce17953967, 23d9b077d8b2db9d13c1edd97ffb65b0582631d0, 74609c5c8f94cbae3d3fc72e0b0a53cae19cc29c, a0632d8df045f9e56625a856a14df8941922eced, 599f8343512277671d08e043a0505a82630c641d, f02d0f9e79a3aa3f0b716871f457ceb8f446bdba, bd3cf95e34aa49c8d764c899672048df107e0d70, 3246b1fe172ca3d4f098e85467234ded2f833b31, ca2ebc5b682452bc870efb2f7123feda9a80a8ea, bff8b91638586a8269f79f1bac6e82921702e5b3, 0228851f19aaf4b0f620c74cb08d295329431a3e, a9ec28a1b4288e6368f855f442817633d3a7f7da, b5d2160ef8e5eb0b163a69e33f5deb31ecfabd32, 715a57dec888c850d16b767d7cdab9705fda7292, afcc883d7f5968a8d64ea400335fb47f3f73d042, a776e7cb3e57e56a2d9974b730e6f5e7776751a4, 98a7585fbdc3a9231aad314b7985b170ca3feb42, 94e82e9cc2e7eb9934ed086a69d3b49ddf3ce3eb, 31d10c0b2b693a43581935913c6d8bff4111a8c5",380,reference,netloc,"module,str"
requests\models.py,prepare_url,324,399,248d3e9,Hussain,2016-11-16 22:48:45,Fixed issue #3696. Added a test for it as well.,3696,"7f14db17c8612aed71a181b084455b71e130ffc8, fae3f92c34d8d7267de33ecb676b3d5600146257, 402a55b647c852553ff6967403b12f6b6efc0fd8, a83685ce00995808725bd07cb3ce8f785178b5e8, 34af72c87d79bd8852e8564c050dd7711c6a08d6, 0d7de50dbd7eacb0242506454363c71925d7241a, 248d3e9f0f8ea1657d9329f8b188a81ca2a65ecc, 8dd51d22fc42abf98f8e75ff5722f4b0295015e5, 27812eb90248c021d7277a8823dd9c7885f497af, fc8fa1aa265bb14d59c68eb68a179bce17953967, 23d9b077d8b2db9d13c1edd97ffb65b0582631d0, 74609c5c8f94cbae3d3fc72e0b0a53cae19cc29c, a0632d8df045f9e56625a856a14df8941922eced, 599f8343512277671d08e043a0505a82630c641d, f02d0f9e79a3aa3f0b716871f457ceb8f446bdba, bd3cf95e34aa49c8d764c899672048df107e0d70, 3246b1fe172ca3d4f098e85467234ded2f833b31, ca2ebc5b682452bc870efb2f7123feda9a80a8ea, bff8b91638586a8269f79f1bac6e82921702e5b3, 0228851f19aaf4b0f620c74cb08d295329431a3e, a9ec28a1b4288e6368f855f442817633d3a7f7da, b5d2160ef8e5eb0b163a69e33f5deb31ecfabd32, 715a57dec888c850d16b767d7cdab9705fda7292, afcc883d7f5968a8d64ea400335fb47f3f73d042, a776e7cb3e57e56a2d9974b730e6f5e7776751a4, 98a7585fbdc3a9231aad314b7985b170ca3feb42, 94e82e9cc2e7eb9934ed086a69d3b49ddf3ce3eb, 31d10c0b2b693a43581935913c6d8bff4111a8c5",380,reference,netloc,"module,str"
requests\models.py,prepare_url,324,399,7f14db1,Kenneth Reitz,2017-05-29 12:11:43,new requests namespace,4099,"7f14db17c8612aed71a181b084455b71e130ffc8, fae3f92c34d8d7267de33ecb676b3d5600146257, 402a55b647c852553ff6967403b12f6b6efc0fd8, a83685ce00995808725bd07cb3ce8f785178b5e8, 34af72c87d79bd8852e8564c050dd7711c6a08d6, 0d7de50dbd7eacb0242506454363c71925d7241a, 248d3e9f0f8ea1657d9329f8b188a81ca2a65ecc, 8dd51d22fc42abf98f8e75ff5722f4b0295015e5, 27812eb90248c021d7277a8823dd9c7885f497af, fc8fa1aa265bb14d59c68eb68a179bce17953967, 23d9b077d8b2db9d13c1edd97ffb65b0582631d0, 74609c5c8f94cbae3d3fc72e0b0a53cae19cc29c, a0632d8df045f9e56625a856a14df8941922eced, 599f8343512277671d08e043a0505a82630c641d, f02d0f9e79a3aa3f0b716871f457ceb8f446bdba, bd3cf95e34aa49c8d764c899672048df107e0d70, 3246b1fe172ca3d4f098e85467234ded2f833b31, ca2ebc5b682452bc870efb2f7123feda9a80a8ea, bff8b91638586a8269f79f1bac6e82921702e5b3, 0228851f19aaf4b0f620c74cb08d295329431a3e, a9ec28a1b4288e6368f855f442817633d3a7f7da, b5d2160ef8e5eb0b163a69e33f5deb31ecfabd32, 715a57dec888c850d16b767d7cdab9705fda7292, afcc883d7f5968a8d64ea400335fb47f3f73d042, a776e7cb3e57e56a2d9974b730e6f5e7776751a4, 98a7585fbdc3a9231aad314b7985b170ca3feb42, 94e82e9cc2e7eb9934ed086a69d3b49ddf3ce3eb, 31d10c0b2b693a43581935913c6d8bff4111a8c5",392,reference,enc_params,"str,PreparedRequest"
requests\models.py,prepare_url,324,399,248d3e9,Hussain,2016-11-16 22:48:45,Fixed issue #3696. Added a test for it as well.,3696,"7f14db17c8612aed71a181b084455b71e130ffc8, fae3f92c34d8d7267de33ecb676b3d5600146257, 402a55b647c852553ff6967403b12f6b6efc0fd8, a83685ce00995808725bd07cb3ce8f785178b5e8, 34af72c87d79bd8852e8564c050dd7711c6a08d6, 0d7de50dbd7eacb0242506454363c71925d7241a, 248d3e9f0f8ea1657d9329f8b188a81ca2a65ecc, 8dd51d22fc42abf98f8e75ff5722f4b0295015e5, 27812eb90248c021d7277a8823dd9c7885f497af, fc8fa1aa265bb14d59c68eb68a179bce17953967, 23d9b077d8b2db9d13c1edd97ffb65b0582631d0, 74609c5c8f94cbae3d3fc72e0b0a53cae19cc29c, a0632d8df045f9e56625a856a14df8941922eced, 599f8343512277671d08e043a0505a82630c641d, f02d0f9e79a3aa3f0b716871f457ceb8f446bdba, bd3cf95e34aa49c8d764c899672048df107e0d70, 3246b1fe172ca3d4f098e85467234ded2f833b31, ca2ebc5b682452bc870efb2f7123feda9a80a8ea, bff8b91638586a8269f79f1bac6e82921702e5b3, 0228851f19aaf4b0f620c74cb08d295329431a3e, a9ec28a1b4288e6368f855f442817633d3a7f7da, b5d2160ef8e5eb0b163a69e33f5deb31ecfabd32, 715a57dec888c850d16b767d7cdab9705fda7292, afcc883d7f5968a8d64ea400335fb47f3f73d042, a776e7cb3e57e56a2d9974b730e6f5e7776751a4, 98a7585fbdc3a9231aad314b7985b170ca3feb42, 94e82e9cc2e7eb9934ed086a69d3b49ddf3ce3eb, 31d10c0b2b693a43581935913c6d8bff4111a8c5",392,reference,enc_params,"str,PreparedRequest"
requests\models.py,prepare_url,324,399,7f14db1,Kenneth Reitz,2017-05-29 12:11:43,new requests namespace,4099,"7f14db17c8612aed71a181b084455b71e130ffc8, fae3f92c34d8d7267de33ecb676b3d5600146257, 402a55b647c852553ff6967403b12f6b6efc0fd8, a83685ce00995808725bd07cb3ce8f785178b5e8, 34af72c87d79bd8852e8564c050dd7711c6a08d6, 0d7de50dbd7eacb0242506454363c71925d7241a, 248d3e9f0f8ea1657d9329f8b188a81ca2a65ecc, 8dd51d22fc42abf98f8e75ff5722f4b0295015e5, 27812eb90248c021d7277a8823dd9c7885f497af, fc8fa1aa265bb14d59c68eb68a179bce17953967, 23d9b077d8b2db9d13c1edd97ffb65b0582631d0, 74609c5c8f94cbae3d3fc72e0b0a53cae19cc29c, a0632d8df045f9e56625a856a14df8941922eced, 599f8343512277671d08e043a0505a82630c641d, f02d0f9e79a3aa3f0b716871f457ceb8f446bdba, bd3cf95e34aa49c8d764c899672048df107e0d70, 3246b1fe172ca3d4f098e85467234ded2f833b31, ca2ebc5b682452bc870efb2f7123feda9a80a8ea, bff8b91638586a8269f79f1bac6e82921702e5b3, 0228851f19aaf4b0f620c74cb08d295329431a3e, a9ec28a1b4288e6368f855f442817633d3a7f7da, b5d2160ef8e5eb0b163a69e33f5deb31ecfabd32, 715a57dec888c850d16b767d7cdab9705fda7292, afcc883d7f5968a8d64ea400335fb47f3f73d042, a776e7cb3e57e56a2d9974b730e6f5e7776751a4, 98a7585fbdc3a9231aad314b7985b170ca3feb42, 94e82e9cc2e7eb9934ed086a69d3b49ddf3ce3eb, 31d10c0b2b693a43581935913c6d8bff4111a8c5",394,reference,enc_params,"str,PreparedRequest"
requests\models.py,prepare_url,324,399,248d3e9,Hussain,2016-11-16 22:48:45,Fixed issue #3696. Added a test for it as well.,3696,"7f14db17c8612aed71a181b084455b71e130ffc8, fae3f92c34d8d7267de33ecb676b3d5600146257, 402a55b647c852553ff6967403b12f6b6efc0fd8, a83685ce00995808725bd07cb3ce8f785178b5e8, 34af72c87d79bd8852e8564c050dd7711c6a08d6, 0d7de50dbd7eacb0242506454363c71925d7241a, 248d3e9f0f8ea1657d9329f8b188a81ca2a65ecc, 8dd51d22fc42abf98f8e75ff5722f4b0295015e5, 27812eb90248c021d7277a8823dd9c7885f497af, fc8fa1aa265bb14d59c68eb68a179bce17953967, 23d9b077d8b2db9d13c1edd97ffb65b0582631d0, 74609c5c8f94cbae3d3fc72e0b0a53cae19cc29c, a0632d8df045f9e56625a856a14df8941922eced, 599f8343512277671d08e043a0505a82630c641d, f02d0f9e79a3aa3f0b716871f457ceb8f446bdba, bd3cf95e34aa49c8d764c899672048df107e0d70, 3246b1fe172ca3d4f098e85467234ded2f833b31, ca2ebc5b682452bc870efb2f7123feda9a80a8ea, bff8b91638586a8269f79f1bac6e82921702e5b3, 0228851f19aaf4b0f620c74cb08d295329431a3e, a9ec28a1b4288e6368f855f442817633d3a7f7da, b5d2160ef8e5eb0b163a69e33f5deb31ecfabd32, 715a57dec888c850d16b767d7cdab9705fda7292, afcc883d7f5968a8d64ea400335fb47f3f73d042, a776e7cb3e57e56a2d9974b730e6f5e7776751a4, 98a7585fbdc3a9231aad314b7985b170ca3feb42, 94e82e9cc2e7eb9934ed086a69d3b49ddf3ce3eb, 31d10c0b2b693a43581935913c6d8bff4111a8c5",394,reference,enc_params,"str,PreparedRequest"
requests\models.py,prepare_url,324,399,7f14db1,Kenneth Reitz,2017-05-29 12:11:43,new requests namespace,4099,"7f14db17c8612aed71a181b084455b71e130ffc8, fae3f92c34d8d7267de33ecb676b3d5600146257, 402a55b647c852553ff6967403b12f6b6efc0fd8, a83685ce00995808725bd07cb3ce8f785178b5e8, 34af72c87d79bd8852e8564c050dd7711c6a08d6, 0d7de50dbd7eacb0242506454363c71925d7241a, 248d3e9f0f8ea1657d9329f8b188a81ca2a65ecc, 8dd51d22fc42abf98f8e75ff5722f4b0295015e5, 27812eb90248c021d7277a8823dd9c7885f497af, fc8fa1aa265bb14d59c68eb68a179bce17953967, 23d9b077d8b2db9d13c1edd97ffb65b0582631d0, 74609c5c8f94cbae3d3fc72e0b0a53cae19cc29c, a0632d8df045f9e56625a856a14df8941922eced, 599f8343512277671d08e043a0505a82630c641d, f02d0f9e79a3aa3f0b716871f457ceb8f446bdba, bd3cf95e34aa49c8d764c899672048df107e0d70, 3246b1fe172ca3d4f098e85467234ded2f833b31, ca2ebc5b682452bc870efb2f7123feda9a80a8ea, bff8b91638586a8269f79f1bac6e82921702e5b3, 0228851f19aaf4b0f620c74cb08d295329431a3e, a9ec28a1b4288e6368f855f442817633d3a7f7da, b5d2160ef8e5eb0b163a69e33f5deb31ecfabd32, 715a57dec888c850d16b767d7cdab9705fda7292, afcc883d7f5968a8d64ea400335fb47f3f73d042, a776e7cb3e57e56a2d9974b730e6f5e7776751a4, 98a7585fbdc3a9231aad314b7985b170ca3feb42, 94e82e9cc2e7eb9934ed086a69d3b49ddf3ce3eb, 31d10c0b2b693a43581935913c6d8bff4111a8c5",396,reference,enc_params,"str,PreparedRequest"
requests\models.py,prepare_url,324,399,248d3e9,Hussain,2016-11-16 22:48:45,Fixed issue #3696. Added a test for it as well.,3696,"7f14db17c8612aed71a181b084455b71e130ffc8, fae3f92c34d8d7267de33ecb676b3d5600146257, 402a55b647c852553ff6967403b12f6b6efc0fd8, a83685ce00995808725bd07cb3ce8f785178b5e8, 34af72c87d79bd8852e8564c050dd7711c6a08d6, 0d7de50dbd7eacb0242506454363c71925d7241a, 248d3e9f0f8ea1657d9329f8b188a81ca2a65ecc, 8dd51d22fc42abf98f8e75ff5722f4b0295015e5, 27812eb90248c021d7277a8823dd9c7885f497af, fc8fa1aa265bb14d59c68eb68a179bce17953967, 23d9b077d8b2db9d13c1edd97ffb65b0582631d0, 74609c5c8f94cbae3d3fc72e0b0a53cae19cc29c, a0632d8df045f9e56625a856a14df8941922eced, 599f8343512277671d08e043a0505a82630c641d, f02d0f9e79a3aa3f0b716871f457ceb8f446bdba, bd3cf95e34aa49c8d764c899672048df107e0d70, 3246b1fe172ca3d4f098e85467234ded2f833b31, ca2ebc5b682452bc870efb2f7123feda9a80a8ea, bff8b91638586a8269f79f1bac6e82921702e5b3, 0228851f19aaf4b0f620c74cb08d295329431a3e, a9ec28a1b4288e6368f855f442817633d3a7f7da, b5d2160ef8e5eb0b163a69e33f5deb31ecfabd32, 715a57dec888c850d16b767d7cdab9705fda7292, afcc883d7f5968a8d64ea400335fb47f3f73d042, a776e7cb3e57e56a2d9974b730e6f5e7776751a4, 98a7585fbdc3a9231aad314b7985b170ca3feb42, 94e82e9cc2e7eb9934ed086a69d3b49ddf3ce3eb, 31d10c0b2b693a43581935913c6d8bff4111a8c5",396,reference,enc_params,"str,PreparedRequest"
requests\models.py,prepare_url,324,399,7f14db1,Kenneth Reitz,2017-05-29 12:11:43,new requests namespace,4099,"7f14db17c8612aed71a181b084455b71e130ffc8, fae3f92c34d8d7267de33ecb676b3d5600146257, 402a55b647c852553ff6967403b12f6b6efc0fd8, a83685ce00995808725bd07cb3ce8f785178b5e8, 34af72c87d79bd8852e8564c050dd7711c6a08d6, 0d7de50dbd7eacb0242506454363c71925d7241a, 248d3e9f0f8ea1657d9329f8b188a81ca2a65ecc, 8dd51d22fc42abf98f8e75ff5722f4b0295015e5, 27812eb90248c021d7277a8823dd9c7885f497af, fc8fa1aa265bb14d59c68eb68a179bce17953967, 23d9b077d8b2db9d13c1edd97ffb65b0582631d0, 74609c5c8f94cbae3d3fc72e0b0a53cae19cc29c, a0632d8df045f9e56625a856a14df8941922eced, 599f8343512277671d08e043a0505a82630c641d, f02d0f9e79a3aa3f0b716871f457ceb8f446bdba, bd3cf95e34aa49c8d764c899672048df107e0d70, 3246b1fe172ca3d4f098e85467234ded2f833b31, ca2ebc5b682452bc870efb2f7123feda9a80a8ea, bff8b91638586a8269f79f1bac6e82921702e5b3, 0228851f19aaf4b0f620c74cb08d295329431a3e, a9ec28a1b4288e6368f855f442817633d3a7f7da, b5d2160ef8e5eb0b163a69e33f5deb31ecfabd32, 715a57dec888c850d16b767d7cdab9705fda7292, afcc883d7f5968a8d64ea400335fb47f3f73d042, a776e7cb3e57e56a2d9974b730e6f5e7776751a4, 98a7585fbdc3a9231aad314b7985b170ca3feb42, 94e82e9cc2e7eb9934ed086a69d3b49ddf3ce3eb, 31d10c0b2b693a43581935913c6d8bff4111a8c5",398,reference,netloc,"module,str"
requests\models.py,prepare_url,324,399,248d3e9,Hussain,2016-11-16 22:48:45,Fixed issue #3696. Added a test for it as well.,3696,"7f14db17c8612aed71a181b084455b71e130ffc8, fae3f92c34d8d7267de33ecb676b3d5600146257, 402a55b647c852553ff6967403b12f6b6efc0fd8, a83685ce00995808725bd07cb3ce8f785178b5e8, 34af72c87d79bd8852e8564c050dd7711c6a08d6, 0d7de50dbd7eacb0242506454363c71925d7241a, 248d3e9f0f8ea1657d9329f8b188a81ca2a65ecc, 8dd51d22fc42abf98f8e75ff5722f4b0295015e5, 27812eb90248c021d7277a8823dd9c7885f497af, fc8fa1aa265bb14d59c68eb68a179bce17953967, 23d9b077d8b2db9d13c1edd97ffb65b0582631d0, 74609c5c8f94cbae3d3fc72e0b0a53cae19cc29c, a0632d8df045f9e56625a856a14df8941922eced, 599f8343512277671d08e043a0505a82630c641d, f02d0f9e79a3aa3f0b716871f457ceb8f446bdba, bd3cf95e34aa49c8d764c899672048df107e0d70, 3246b1fe172ca3d4f098e85467234ded2f833b31, ca2ebc5b682452bc870efb2f7123feda9a80a8ea, bff8b91638586a8269f79f1bac6e82921702e5b3, 0228851f19aaf4b0f620c74cb08d295329431a3e, a9ec28a1b4288e6368f855f442817633d3a7f7da, b5d2160ef8e5eb0b163a69e33f5deb31ecfabd32, 715a57dec888c850d16b767d7cdab9705fda7292, afcc883d7f5968a8d64ea400335fb47f3f73d042, a776e7cb3e57e56a2d9974b730e6f5e7776751a4, 98a7585fbdc3a9231aad314b7985b170ca3feb42, 94e82e9cc2e7eb9934ed086a69d3b49ddf3ce3eb, 31d10c0b2b693a43581935913c6d8bff4111a8c5",398,reference,netloc,"module,str"
requests\models.py,prepare_url,324,399,7f14db1,Kenneth Reitz,2017-05-29 12:11:43,new requests namespace,4099,"7f14db17c8612aed71a181b084455b71e130ffc8, fae3f92c34d8d7267de33ecb676b3d5600146257, 402a55b647c852553ff6967403b12f6b6efc0fd8, a83685ce00995808725bd07cb3ce8f785178b5e8, 34af72c87d79bd8852e8564c050dd7711c6a08d6, 0d7de50dbd7eacb0242506454363c71925d7241a, 248d3e9f0f8ea1657d9329f8b188a81ca2a65ecc, 8dd51d22fc42abf98f8e75ff5722f4b0295015e5, 27812eb90248c021d7277a8823dd9c7885f497af, fc8fa1aa265bb14d59c68eb68a179bce17953967, 23d9b077d8b2db9d13c1edd97ffb65b0582631d0, 74609c5c8f94cbae3d3fc72e0b0a53cae19cc29c, a0632d8df045f9e56625a856a14df8941922eced, 599f8343512277671d08e043a0505a82630c641d, f02d0f9e79a3aa3f0b716871f457ceb8f446bdba, bd3cf95e34aa49c8d764c899672048df107e0d70, 3246b1fe172ca3d4f098e85467234ded2f833b31, ca2ebc5b682452bc870efb2f7123feda9a80a8ea, bff8b91638586a8269f79f1bac6e82921702e5b3, 0228851f19aaf4b0f620c74cb08d295329431a3e, a9ec28a1b4288e6368f855f442817633d3a7f7da, b5d2160ef8e5eb0b163a69e33f5deb31ecfabd32, 715a57dec888c850d16b767d7cdab9705fda7292, afcc883d7f5968a8d64ea400335fb47f3f73d042, a776e7cb3e57e56a2d9974b730e6f5e7776751a4, 98a7585fbdc3a9231aad314b7985b170ca3feb42, 94e82e9cc2e7eb9934ed086a69d3b49ddf3ce3eb, 31d10c0b2b693a43581935913c6d8bff4111a8c5",398,reference,query,"str,tuple,PreparedRequest,?"
